timestamp,AAPL_open,AAPL_close,AAPL_volume,AAPL_vwap,MSFT_open,MSFT_close,MSFT_volume,MSFT_vwap,XOM_open,XOM_close,XOM_volume,XOM_vwap,AMD_open,AMD_close,AMD_volume,AMD_vwap,target
2022-12-22 05:00:00+00:00,134.352,132.23,77858360,131.898289,241.255,238.19,28651664,237.140448,107.89,105.88,13190334,105.790852,66.08,63.86,73917667,63.457396,131.86
2022-12-23 05:00:00+00:00,130.92,131.86,63826892,131.152093,236.11,238.73,21206982,237.267141,106.95,108.68,11522747,108.204543,63.11,64.52,45923000,63.956505,130.03
2022-12-27 05:00:00+00:00,131.38,130.03,69007830,129.952171,238.7,236.96,16688648,237.264025,109.27,110.19,11945423,109.863162,63.87,63.27,36085981,63.566347,126.04
2022-12-28 05:00:00+00:00,129.67,126.04,85440007,127.591763,236.89,234.53,17457104,236.250028,109.91,108.38,10652506,108.627058,62.54,62.57,39526483,62.671073,129.61
2022-12-29 05:00:00+00:00,127.99,129.61,75818001,129.489724,235.65,241.01,19770693,240.183672,107.99,109.2,10513545,109.125137,63.635,64.82,41428481,64.611551,129.93
2022-12-30 05:00:00+00:00,128.41,129.93,77779765,128.804124,238.21,239.82,21913909,238.69763,108.61,110.3,11647063,109.834183,63.77,64.77,37100474,64.065371,125.07
2023-01-03 05:00:00+00:00,130.28,125.07,112084324,125.725146,243.08,239.58,25729321,239.839342,109.78,106.51,15042386,107.292844,65.998,64.02,46788148,64.559671,126.36
2023-01-04 05:00:00+00:00,126.89,126.36,89072202,126.646333,232.275,229.1,50605745,228.550963,104.8,106.82,17964310,106.305236,65.0,64.66,47417314,64.635325,125.02
2023-01-05 05:00:00+00:00,127.13,125.02,81246605,126.088261,227.2,222.31,39497155,223.599071,106.34,109.21,15821221,108.625781,64.15,62.33,46067163,63.093743,129.62
2023-01-06 05:00:00+00:00,126.01,129.62,87758343,128.198067,223.0,224.93,43613574,223.378763,110.08,110.53,16274222,110.855256,63.145,63.96,70161339,62.41351,130.15
2023-01-09 05:00:00+00:00,130.465,130.15,70832518,131.628178,226.45,227.12,27381117,228.598004,111.64,108.47,17968075,109.411379,66.22,67.24,69770419,68.00842,130.73
2023-01-10 05:00:00+00:00,130.26,130.73,63924884,129.822614,227.755,228.85,27041694,228.78785,109.79,110.09,15106955,109.434813,66.67,68.05,41168271,67.568838,133.49
2023-01-11 05:00:00+00:00,131.25,133.49,69546367,132.308564,231.29,235.77,28682661,233.984911,110.99,111.37,16711039,110.669846,68.39,69.06,44511591,68.215043,133.41
2023-01-12 05:00:00+00:00,133.88,133.41,71379796,133.171001,235.26,238.51,27269634,237.812998,111.82,113.22,15357321,113.054081,70.07,70.8,70066066,69.891772,134.76
2023-01-13 05:00:00+00:00,132.03,134.76,57769049,133.677962,237.002,239.23,21321174,237.475196,113.11,113.15,11982868,112.995753,69.84,71.0,45733998,70.379067,135.94
2023-01-17 05:00:00+00:00,134.83,135.94,63758760,135.758775,237.97,240.35,29861080,239.671045,113.41,112.93,16526191,113.174066,70.87,71.59,42644808,71.687825,135.21
2023-01-18 05:00:00+00:00,136.815,135.21,69735052,136.330575,241.565,235.81,30035238,237.874524,113.26,110.61,16402488,111.849129,71.87,70.53,39557314,71.374054,135.27
2023-01-19 05:00:00+00:00,134.08,135.27,58358070,134.965652,233.78,231.93,28670724,232.540172,110.07,111.32,12928169,110.957669,68.975,67.71,47220169,68.204114,137.87
2023-01-20 05:00:00+00:00,135.28,137.87,80246596,136.37534,234.855,240.22,35529808,238.213442,111.36,113.35,16515614,112.396898,68.01,70.07,47762143,68.935551,141.11
2023-01-23 05:00:00+00:00,138.12,141.11,81782578,141.211585,241.1,242.58,31959175,242.750685,113.64,112.76,16585197,113.539285,72.225,76.53,84380363,75.21838,142.53
2023-01-24 05:00:00+00:00,140.305,142.53,66537342,142.05092,242.5,242.04,41077824,243.762659,99.23,113.81,13588446,112.62966,73.75,74.7,60895016,74.462816,141.86
2023-01-25 05:00:00+00:00,140.89,141.86,65853903,140.753668,234.48,240.61,66549464,237.476732,113.23,113.21,11919433,112.64229,72.9,74.91,50002756,73.636094,143.96
2023-01-26 05:00:00+00:00,143.17,143.96,54133367,143.342998,243.65,248.0,33466232,245.411601,114.72,117.76,21023729,116.446592,76.5,75.16,49666545,75.09079,145.93
2023-01-27 05:00:00+00:00,143.155,145.93,70563928,145.836598,248.99,248.16,26498939,248.393543,116.95,115.61,15179207,116.336053,73.7,75.4,58118610,75.434372,143.0
2023-01-30 05:00:00+00:00,144.955,143.0,64035195,143.652231,244.51,242.71,25873062,243.216391,115.09,113.56,18673954,113.865502,74.23,72.45,48125922,73.205974,144.29
2023-01-31 05:00:00+00:00,142.7,144.29,65901236,143.647315,243.45,247.81,26548747,246.537504,112.1,116.01,27864606,115.005483,72.26,75.15,71972697,74.535586,145.43
2023-02-01 05:00:00+00:00,143.97,145.43,77771182,143.875311,248.0,252.75,31313077,250.321024,115.83,114.74,19482035,115.059082,78.47,84.64,152685613,81.664925,150.82
2023-02-02 05:00:00+00:00,148.9,150.82,118934268,149.365729,258.82,264.6,39970811,261.624237,114.85,111.15,24634476,111.666752,84.29,88.31,97831618,87.049026,154.5
2023-02-03 05:00:00+00:00,148.03,154.5,154375619,154.244313,259.542,258.35,29095156,259.933278,111.9,111.92,20226609,112.518054,86.655,86.09,66653946,87.093298,151.73
2023-02-06 05:00:00+00:00,152.575,151.73,69971158,152.095141,257.44,256.77,22526884,256.760203,112.36,111.73,13857112,111.540197,84.63,83.68,53019873,84.415642,154.65
2023-02-07 05:00:00+00:00,150.64,154.65,83369832,153.420645,260.53,267.56,50921498,264.697497,112.39,114.92,16014400,114.009577,84.32,85.91,65310419,84.313983,151.92
2023-02-08 05:00:00+00:00,153.88,151.92,64635585,152.407833,273.2,266.73,54870828,270.331544,115.05,113.92,18460364,114.460469,85.88,84.69,54157687,85.817257,150.87
2023-02-09 05:00:00+00:00,153.775,150.87,56050506,152.276061,273.8,263.62,42402692,267.301401,114.62,114.35,17439779,115.009306,85.88,83.21,46562160,84.913252,151.01
2023-02-10 05:00:00+00:00,149.46,151.01,57616163,150.404179,261.53,263.1,25828468,262.40292,116.51,119.17,24918616,118.228109,82.29,81.48,49332617,81.39605,153.85
2023-02-13 05:00:00+00:00,150.952,153.85,62241849,153.231292,267.64,271.32,44675614,271.443692,117.72,117.8,14539669,117.362018,81.57,83.13,45421573,82.778892,153.2
2023-02-14 05:00:00+00:00,152.12,153.2,61776837,152.596091,272.67,272.17,37064864,272.036551,117.01,116.42,12079696,116.775922,82.7,85.95,55994527,84.876628,155.33
2023-02-15 05:00:00+00:00,153.11,155.33,65704101,154.454035,268.32,269.32,28971475,268.425457,115.72,116.07,13679188,115.484729,85.1,85.18,46496599,84.49634,153.71
2023-02-16 05:00:00+00:00,153.51,153.71,68198046,154.713491,264.02,262.15,29699109,264.0978,115.31,115.73,11361336,115.93442,82.98,80.08,57826803,81.919836,152.55
2023-02-17 05:00:00+00:00,152.35,152.55,59182712,152.045308,259.39,258.06,30015953,257.684959,114.19,111.28,20758331,111.823997,79.6,78.5,47850117,78.233502,148.48
2023-02-21 05:00:00+00:00,150.2,148.48,58914102,149.354555,254.48,252.67,28429235,253.024237,110.81,111.17,14472452,111.423094,77.15,76.77,44076094,77.194159,148.91
2023-02-22 05:00:00+00:00,148.87,148.91,51037691,148.549644,254.09,251.51,22506473,252.206624,110.48,109.73,13973973,109.82845,76.93,76.61,50374778,76.848763,149.4
2023-02-23 05:00:00+00:00,150.09,149.4,48412870,148.840918,255.56,254.77,29225196,253.940829,110.73,110.74,11289682,110.899296,80.63,79.75,76417653,79.60772,146.71
2023-02-24 05:00:00+00:00,147.11,146.71,55469643,146.386141,249.96,249.22,25048983,249.408035,109.33,110.75,14351036,110.119721,77.75,78.09,46700002,77.804248,147.92
2023-02-27 05:00:00+00:00,147.71,147.92,45007197,148.134406,252.46,250.16,21201885,250.496206,110.8,110.55,11711775,110.657537,79.64,78.77,45626170,79.166196,147.41
2023-02-28 05:00:00+00:00,147.05,147.41,50575615,147.799188,249.07,249.42,22495185,249.778911,111.24,109.91,18110107,109.928296,77.872,78.58,44258777,78.770545,145.31
2023-03-01 05:00:00+00:00,146.83,145.31,55536947,145.867492,250.76,246.27,27634988,247.437437,109.31,110.89,13304162,110.845236,78.55,78.29,44285805,78.71723,145.91
2023-03-02 05:00:00+00:00,144.38,145.91,52288660,145.165229,246.55,251.11,24885016,248.851543,110.615,111.4,10343658,111.119346,77.57,80.44,60229970,78.673687,151.03
2023-03-03 05:00:00+00:00,148.045,151.03,70739572,150.030541,252.19,255.29,30760136,254.649194,110.05,112.81,13006713,112.300027,80.4,81.52,54536217,80.581509,153.83
2023-03-06 05:00:00+00:00,153.785,153.83,87605555,154.689,256.425,256.87,24126495,257.790242,111.99,113.81,14348544,113.269316,82.03,81.16,54552755,82.012177,151.6
2023-03-07 05:00:00+00:00,153.7,151.6,56284401,152.277117,256.3,254.15,21482122,254.912999,112.81,111.61,11526695,112.035302,81.07,82.11,70991782,82.523131,152.87
2023-03-08 05:00:00+00:00,152.81,152.87,47238140,152.697389,254.04,253.7,17406569,252.804194,111.23,109.98,13512996,110.287461,82.79,85.37,69586522,84.496139,150.59
2023-03-09 05:00:00+00:00,153.559,150.59,53858855,152.467883,255.82,252.32,26670180,255.234754,110.87,109.13,12961977,110.325083,85.29,84.03,79554906,85.827767,148.5
2023-03-10 05:00:00+00:00,150.21,148.5,68584020,149.07167,251.08,248.59,28393880,249.665854,109.56,107.78,15795666,108.785534,84.47,82.67,70272671,83.22471,150.47
2023-03-13 04:00:00+00:00,147.805,150.47,84486565,151.183344,247.4,253.92,33403358,253.754483,105.34,106.54,20746235,106.365068,81.39,82.01,65283091,81.82099,152.59
2023-03-14 04:00:00+00:00,151.28,152.59,75369408,152.227567,256.75,260.79,33640999,259.142335,106.35,106.94,18264878,107.191861,83.67,87.45,66647305,86.961907,152.99
2023-03-15 04:00:00+00:00,151.19,152.99,77191474,151.786431,259.98,265.44,46067581,263.740924,102.82,101.62,25739244,101.734098,86.77,89.68,86263247,88.089074,155.85
2023-03-16 04:00:00+00:00,152.16,155.85,76301980,154.81187,265.205,276.2,54831124,272.517382,99.11,101.03,27476133,100.261494,89.72,96.6,116050334,94.631509,155.0
2023-03-17 04:00:00+00:00,156.08,155.0,98410125,155.341646,278.26,279.43,69231892,279.392327,100.6,99.84,43048798,100.021187,96.66,97.84,93860770,97.199023,157.4
2023-03-20 04:00:00+00:00,155.07,157.4,74601439,156.568241,276.98,272.23,43475680,272.013753,99.63,102.45,32043200,101.693559,96.3,96.81,92045185,94.991314,159.28
2023-03-21 04:00:00+00:00,157.32,159.28,73966683,158.340858,274.88,273.78,34579501,272.343247,104.17,107.04,31593127,106.529554,97.0,95.93,85316076,96.182776,157.83
2023-03-22 04:00:00+00:00,159.3,157.83,76210093,159.681719,273.4,272.29,34890176,275.82172,106.8,104.59,14953906,106.025981,95.65,97.58,110854676,98.702269,158.93
2023-03-23 04:00:00+00:00,158.83,158.93,68939159,159.592306,277.94,277.66,36610862,278.262222,105.36,103.41,14385865,104.321184,100.05,100.28,84161398,100.815729,160.25
2023-03-24 04:00:00+00:00,158.86,160.25,59116279,159.235681,277.24,280.57,27948740,278.61335,101.47,103.53,13316173,102.682345,99.18,97.95,64424090,97.884919,158.28
2023-03-27 04:00:00+00:00,159.94,158.28,52405692,159.018597,280.5,276.38,26849497,277.622716,104.74,105.8,14805911,105.493533,98.02,96.61,57529601,96.870991,157.65
